resource,properResName,scientificName
431212060,     Herring gull eggs,Larus argentatus 
431212080,     Mew gull eggs,Larus canus 
431212100,     Sabine's gull eggs,Xema sabini 
431212970,     Large gull eggs,  
431212990,     Unspecified gull eggs,  
431214000,    Kittiwake eggs,Rissa spp. 
431214020,     Black-legged kittiwake eggs,Rissa tridactyla 
431214040,     Red-legged kittiwake eggs,Rissa brevirostris 
431214990,     Unspecified kittiwake eggs,Rissa spp. 
431216000,    Loon eggs,Gavia spp. 
431216020,     Pacific/Arctic loon eggs,Gavia pacifica/arctica 
431216040,     Common loon eggs,Gavia immer 
431216060,     Red-throated loon eggs,Gavia stellata 
431216080,     Yellow-billed loon eggs,Gavia adamsii 
431216990,     Unspecified loon eggs,Gavia spp. 
431218000,    Murre eggs,Uria spp. 
431218020,     Common murre eggs,Uria aalge 
431218040,     Thick-billed murre eggs,Uria lomvia 
431218990,     Unspecified murre eggs,Uria spp. 
431220000,    Murrelet eggs,  
431220020,     Ancient murrelet eggs,Synthliboramphus antiquus 
431220990,     Unspecified murrelet eggs,  
431222000,    Puffin eggs,Fractercula spp. 
431222020,     Horned puffin eggs,Fratercula corniculata 
431222040,     Tufted puffin eggs,Fractercula cirrhata 
431222990,     Unspecified puffin eggs,Fractercula spp. 
431226000,    Tern eggs,  
431226020,     Aleutian tern eggs,Onychoprion aleutica 
431226040,     Arctic tern eggs,Sterna paradisaea 
431226990,     Unspecified tern eggs,  
431299000,    Unspecified seabird eggs,  
431800000,   Upland game bird eggs,  
431802000,    Grouse eggs,  
431802020,     Spruce grouse eggs,Falcipennis canadensis 
431802990,     Unspecified grouse eggs,  
431804000,    Ptarmigan eggs,Lagopus spp. 
431804990,     Unspecified ptarmigan eggs,Lagopus spp. 
432000000,   Owl eggs,  
432002000,    Snowy owl eggs,Bubo scandiacus 
432099000,    Unspecified owl eggs,  
439900000,   Unspecified eggs,  
440000000,  Nestlings,  
441202000,"    Auklet, nestlings",  
441202040,"     Crested auklet, nestlings",Aethia cristatella 
441202060,"     Least auklet, nestlings",Aethia pusilla 
441202990,"     Unknown auklets, nestlings",  
441204000,"    Cormorant, nestlings",Phalacrocorax spp. 
441204990,"     Unspecified cormorants, nestlings",Phalacrocorax spp. 
441218000,"    Murre, nestlings",Uria spp. 
441218990,"     Unspecified murres, nestlings",Uria spp. 
441222000,"    Puffin, nestlings",Fractercula spp. 
441222990,"     Unspecified puffins, nestlings",Fractercula spp. 
447700000,"   Unspecified migratory birds, nestlings",  
490000000,  Unspecified birds (excluding eggs),  
500000000, Marine invertebrates,  
500000001,  Marine invertebrates [CF retention],  
500000002,  Marine invertebrates [noncommercial gear],  
500200000,   Pinto abalone,Haliotis kamtschatkana 
500200001,    Pinto abalone [CF retention],Haliotis kamtschatkana 
500200002,    Pinto abalone [noncommercial gear],Haliotis kamtschatkana 
500400000,"   Chitons (bidarkis, gumboots)",  
500400001,"    Chitons (bidarkis, gumboots) [CF retention]",  
500400002,"    Chitons (bidarkis, gumboots) [noncommercial gear]",  
500404000,    Red (large) chiton,Cryptochiton stelleri 
500404001,     Red (large) chiton [CF retention],Cryptochiton stelleri 
500404002,     Red (large) chiton [noncommercial gear],Cryptochiton stelleri 
500408000,    Black (small) chiton,Katharina tunicata 
500408001,     Black (small) chiton [CF retention],Katharina tunicata 
500408002,     Black (small) chiton [noncommercial gear],Katharina tunicata 
500499000,    Unspecified chitons,  
500499001,     Unspecified chitons [CF retention],  
500499002,     Unspecified chitons [noncommercial gear],  
500600000,   Clams,  
500600001,    Clams [CF retention],  
500600002,    Clams [noncommercial gear],  
500602000,    Butter clam,Saxidomus gigantea 
500602001,     Butter clam [CF retention],Saxidomus gigantea 
500602002,     Butter clam [noncommercial gear],Saxidomus gigantea 
500604000,    Freshwater clams,  
500604001,     Freshwater clams [CF retention],  
500604002,     Freshwater clams [noncommercial gear],  
500606000,    Horse clam,Simomactra planulata 
500606001,     Horse clam [CF retention],Simomactra planulata 
500606002,     Horse clam [non commercial gear],Simomactra planulata 
500608000,    Pacific littleneck clam (steamers),Leukoma staminea 
500608001,     Pacific littleneck clam (steamers) [CF retention],Leukoma staminea 
500608002,     Pacific littleneck clam (steamers) [noncommercial gear],Leukoma staminea 
500610000,    Pinkneck clam,Mactromeris polynyma 
500610001,     Pinkneck clam [CF retention],Mactromeris polynyma 
500610002,     Pinkneck clam [noncommercial gear],Mactromeris polynyma 
500612000,    Razor clam,Siliqua patula 
500612001,     Razor clam [CF retention],Siliqua patula 
500612002,     Razor clam [noncommercial gear],Siliqua patula 
500614000,    Softshell clam,Mya arenaria 
500614001,     Softshell clam [CF retention],Mya arenaria 
500614002,     Softshell clam [noncommercial gear],Mya arenaria 
500699000,    Unspecified clams,  
500699001,     Unspecified clams [CF retention],  
500699002,     Unspecified clams [noncommercial gear],  
500800000,   Cockles,  
500800001,    Cockles [CF retention],  
500800002,    Cockles [noncommercial gear],  
500802000,    Basket cockles,  
500802001,     Basket cockles [CF retention],  
500802002,     Basket cockles [noncommercial gear],  
500804000,    Heart cockles,  
500804001,     Heart cockles [CF retention],  
500804002,     Heart cockles [noncommercial gear],  
500899000,    Unspecified cockles,  
500899001,     Unspecified cockles [CF retention],  
500899002,     Unspecified cockles [noncommercial gear],  
501000000,   Crabs,  
501000001,    Crabs [CF retention],  
501000002,    Crabs [noncommercial gear],  
501002000,    Box crab,Platymera gaudichaudii 
501002001,     Box crab [CF retention],Platymera gaudichaudii 
501002002,     Box crab [noncommercial gear],Platymera gaudichaudii 
501004000,    Dungeness crab,Cancer magister 
501004001,     Dungeness crab [CF retention],Cancer magister 
501004002,     Dungeness crab [noncommercial gear],Cancer magister 
501006000,    Hair crab,Erimacrus isenbeckii 
501006001,     Hair crab [CF retention],Erimacrus isenbeckii 
501006002,     Hair crab [noncommercial gear],Erimacrus isenbeckii 
501008000,    King crabs,  
501008001,     King crabs [CF retention],  
501008002,     King crabs [noncommercial gear],  
501008020,     Blue king crab,Paralithodes platypus 
501008021,Blue king crab [CF retention],Paralithodes platypus 
501008022,Blue king crab [noncommercial gear],Paralithodes platypus 
501008040,     Brown king crab,Lithodes aequispinus 
501008041,Brown king crab [CF retention],Lithodes aequispinus 
501008042,Brown king crab [noncommercial gear],Lithodes aequispinus 
501008080,     Red king crab,Paralithodes camtschaticus 
501008081,Red king crab [CF retention],Paralithodes camtschaticus 
501008082,Red king crab [noncommercial gear],Paralithodes camtschaticus 
501008100,     Red king crab eggs,Paralithodes camtschaticus 
501008101,Red king crab eggs [CF retention],Paralithodes camtschaticus 
501008102,Red king crab eggs [non commercial gear],Paralithodes camtschaticus 
501008300,     Hanasaki crab,Paralithodes brevipes 
501008301,Hanasaki crab [CF retention],Paralithodes brevipes 
501008302,Hanasaki crab [noncommercial gear],Paralithodes brevipes 
501008990,     Unspecified king crabs,  
501008991,Unspecified king crabs [CF retention],  
501008992,Unspecified king crabs [noncommercial gear],  
501010000,    Korean horse hair crab,Erimacrus isenbeckii 
501010001,     Korean horse hair crab [CF retention],Erimacrus isenbeckii 
501010002,     Korean horse hair crab [noncommercial gear],Erimacrus isenbeckii 
501012000,    Tanner crab,Chionoecetes spp. 
501012001,     Tanner crab [CF retention],Chionoecetes spp. 
501012002,     Tanner crab [noncommercial gear],Chionoecetes spp. 
501012020,"     Tanner crab, bairdi",Chionoecetes bairdi 
501012021,"Tanner crab, bairdi [CF retention]",Chionoecetes bairdi 
501012022,"Tanner crab, bairdi [noncommercial gear]",Chionoecetes bairdi 
501012040,"     Tanner crab, opillio",Chionoecetes opilio 
501012041,"Tanner crab, opillio [CF retention]",Chionoecetes opilio 
501012042,"Tanner crab, opillio [noncommercial gear]",Chionoecetes opilio 
501012990,     Unspecified Tanner crabs,Chionoecetes spp. 
501012991,Unspecified Tanner crabs [CF retention],Chionoecetes spp. 
501012992,Unspecified Tanner crabs [noncommercial gear],Chionoecetes spp. 
501099000,    Unspecified crabs,  
501099001,     Unspecified crabs [CF retention],  
501099002,     Unspecified crabs [noncommercial gear],  
501200000,   Geoduck,Panopea abrupta 
501200001,    Geoduck [CF retention],Panopea abrupta 
501200002,    Geoduck [noncommercial gear],Panopea abrupta 
501400000,   Giant scale worm,Eunoe nodosa 
501400001,    Giant scale worm [CF retention],Eunoe nodosa 
501400002,    Giant scale worm [noncommercial gear],Eunoe nodosa 
501500000,   Pacific lugworm,Abarenicola pacifica 
501600000,   Jingles,  
501600001,    Jingles [CF retention],  
501600002,    Jingles [noncommercial gear],  
501602000,    Rock jingle,Pododesmus macrochisma 
501602001,     Rock jingle [CF retention],Pododesmus macrochisma 
501602002,     Rock jingle [noncommercial gear],Pododesmus macrochisma 
501699000,    Unspecified jingles,  
501699001,     Unspecified jingles [CF retention],  
501699002,     Unspecified jingles [noncommercial gear],  
501800000,   Limpet,Patella vulgata 
501800001,    Limpet [CF retention],Patella vulgata 
501800002,    Limpet [noncommercial gear],Patella vulgata 
502000000,   Mussel,Mytilus spp. 
502000001,    Mussel [CF retention],Mytilus spp. 
502000002,    Mussel [noncommercial gear],Mytilus spp. 
502002000,    Blue mussel,Mytilus trossulus 
502002001,     Blue mussel [CF retention],Mytilus trossulus 
502002002,     Blue mussel [noncommercial gear],Mytilus trossulus 
502004000,    Brown mussels,  
502004001,     Brown mussels [CF retention],  
502004002,     Brown mussels [noncommercial gear],  
502099000,    Unspecified mussels,Mytilus spp. 
502099001,     Unspecified mussels [CF retention],Mytilus spp. 
502099002,     Unspecified mussels [noncommercial gear],Mytilus spp. 
502200000,   Octopus,Octopus vulgaris 
502200001,    Octopus [CF retention],Octopus vulgaris 
502200002,    Octopus [noncommercial gear],Octopus vulgaris 
502400000,   Oysters,  
502400001,    Oysters [CF retention],  
502400002,    Oysters [noncommercial gear],  
502402000,    Rock oyster,  
502402001,     Rock oyster [CF retention],  
502402002,     Rock oyster [noncommercial gear],  
502499000,    Unspecified oysters,  
502499001,     Unspecified oysters [CF retention],  
502499002,     Unspecified oysters [noncommercial gear],  
502600000,   Scallops,  
502600001,    Scallops [CF retention],  
502600002,    Scallops [noncommercial gear],  
502602000,    Weathervane scallop,Patinopecten caurinus 
502602001,     Weathervane scallop [CF retention],Patinopecten caurinus 
502602002,     Weathervane scallop [noncommercial gear],Patinopecten caurinus 
502604000,    Rock scallop,Crassadoma gigantea 
502604001,     Rock scallop [CF retention],Crassadoma gigantea 
502604002,     Rock scallop [noncommercial gear],Crassadoma gigantea 
502699000,    Unspecified scallops,  
502699001,     Unspecified scallops [CF retention],  
502699002,     Unspecified scallops [noncommercial gear],  
502800000,   Sea anemones,  
502800001,    Sea anemones [CF retention],  
502800002,    Sea anemones [noncommercial gear],  
503000000,   Sea cucumbers,  
503000001,    Sea cucumbers [CF retention],  
503000002,    Sea cucumbers [noncommercial gear],  
503002000,    Football sea cucumber,  
503002001,     Football sea cucumber [CF retention],  
503002002,     Football sea cucumber [noncommercial gear],  
503004000,    Yein sea cucumber,  
503004001,     Yein sea cucumber [CF retention],  
503004002,     Yein sea cucumber [noncommercial gear],  
503006000,    Red sea cucumber,Parastichopus californicus 
503006001,     Red sea cucumber [CF retention],Parastichopus californicus 
503006002,     Red sea cucumber [noncommercial gear],Parastichopus californicus 
503099000,    Unspecified sea cucumbers,  
503099001,     Unspecified sea cucumbers [CF retention],  
503099002,     Unspecified sea cucumbers [noncommercial gear],  
503200000,   Sea urchins,Strongylocentrotus spp. 
503200001,    Sea urchins [CF retention],Strongylocentrotus spp. 
503200002,    Sea urchins [noncommercial gear],Strongylocentrotus spp. 
503202000,    Green sea urchin,Strongylocentrotus droebachiensis 
503202001,     Green sea urchin [CF retention],Strongylocentrotus droebachiensis 
503202002,     Green sea urchin [noncommercial gear],Strongylocentrotus droebachiensis 
503204000,    Red sea urchin,Strongylocentrotus franciscanus 
503204001,     Red sea urchin [CF retention],Strongylocentrotus franciscanus 
503204002,     Red sea urchin [noncommercial gear],Strongylocentrotus franciscanus 
503206000,    Purple sea urchin,  
503206001,     Purple sea urchin [CF retention],  
503206002,     Purple sea urchin [noncommercial gear],  
503208000,    Black sea urchin,  
503208001,     Black sea urchin [CF retention],  
503208002,     Black sea urchin [noncommercial gear],  
503299000,    Unspecified sea urchins,  
503299001,     Unspecified sea urchins [CF retention],  
503299002,     Unspecified sea urchins [noncommercial gear],  
503400000,   Shrimps,Pandalus spp. 
503400001,    Shrimps [CF retention],Pandalus spp. 
503400002,    Shrimps [noncommercial gear],Pandalus spp. 
503600000,   Snails,  
503600001,    Snails [CF retention],  
503600002,    Snails [noncommercial gear],  
503700000,   Starfishes,  
503700001,    Starfishes [CF retention],  
503700002,    Starfishes [noncommercial gear],  
503800000,   Squid,Loligo opalescens 
503800001,    Squid [CF retention],Loligo opalescens 
503800002,    Squid [noncommercial gear],Loligo opalescens 
504000000,   Whelk,Buccinum undatum 
504000001,    Whelk [CF retention],Buccinum undatum 
504000002,    Whelk [noncommercial gear],Buccinum undatum 
509900000,   Unspecified marine invertebrates,  
509900001,    Unspecified marine invertebrates [CF retention],  
509900002,    Unspecified marine invertebrates [noncommercial gear],  
600000000, Vegetation,  
600000001,  Vegetation [commercial],  
600000002,  Vegetation [noncommercial],  
601000000,   Berries,  
601000001,    Berries [commercial],  
601000002,    Berries [noncommercial],  
601002000,    Blueberry,Vaccinium uliginosum alpinum
601002001,     Blueberry [commercial],Vaccinium uliginosum alpinum
601002002,     Blueberry [noncommercial],Vaccinium uliginosum alpinum
601003000,    Boysenberry,Rubus R. ursinus x R. idaeus 
601003001,     Boysenberry [commercial],Rubus R. ursinus x R. idaeus 
601003002,     Boysenberry [noncommercial],Rubus R. ursinus x R. idaeus 
601004000,    Lowbush cranberry,Vaccinum vitis-idaea minus
601004001,     Lowbush cranberry [commercial],Vaccinum vitis-idaea minus
601004002,     Lowbush cranberry [noncommercial],Vaccinum vitis-idaea minus
601006000,    Highbush cranberry,Viburnum edule 
601006001,     Highbush cranberry [commercial],Viburnum edule 
601006002,     Highbush cranberry [noncommercial],Viburnum edule 
601007000,    Crowberry,Empetrum nigrum 
601007001,     Crowberry [commercial],Empetrum nigrum 
601007002,     Crowberry [noncommercial],Empetrum nigrum 
601008000,    Elderberry,Sambucus racemosa 
601008001,     Elderberry [commercial],Sambucus racemosa 
601008002,     Elderberry [noncommercial],Sambucus racemosa 
601010000,    Gooseberry,Ribes oxyacanthoides 
601010001,     Gooseberry [commercial],Ribes oxyacanthoides 
601010002,     Gooseberry [noncommercial],Ribes oxyacanthoides 
601012000,    Currants,Ribes spp. 
601012001,     Currants [commercial],Ribes spp. 
601012002,     Currants [noncommercial],Ribes spp. 
601014000,    Huckleberry,Vaccinium parvifolium 
601014001,     Huckleberry [commercial],Vaccinium parvifolium 
601014002,     Huckleberry [noncommercial],Vaccinium parvifolium 
601016000,    Cloudberry,Rubus chamaemorus 
601016001,     Cloudberry [commercial],Rubus chamaemorus 
601016002,     Cloudberry [noncommercial],Rubus chamaemorus 
601018000,    Nagoonberry,Rubus arcticus 
601018001,     Nagoonberry [commercial],Rubus arcticus 
601018002,     Nagoonberry [noncommercial],Rubus arcticus 
601020000,    Raspberry,Rubus idaeus 
601020001,     Raspberry [commercial],Rubus idaeus 
601020002,     Raspberry [noncommercial],Rubus idaeus 
601022000,    Salmonberry,Rubus spectabilis 
601022001,     Salmonberry [commercial],Rubus spectabilis 
601022002,     Salmonberry [noncommercial],Rubus spectabilis 
601024000,    Soapberry,Shepherdia canadensis 
601024001,     Soapberry [commercial],Shepherdia canadensis 
601024002,     Soapberry [noncommercial],Shepherdia canadensis 
601026000,    Strawberry,Fragaria virginiana 
601026001,     Strawberry [commercial],Fragaria virginiana 
601026002,     Strawberry [noncommercial],Fragaria virginiana 
601028000,    Thimbleberry,Rubus parviflorus 
601028001,     Thimbleberry [commercial],Rubus parviflorus 
601028002,     Thimbleberry [noncommercial],Rubus parviflorus 
601030000,    Blackberry,Empetrum nigrum 
601030001,     Blackberry [commercial],Empetrum nigrum 
601030002,     Blackberry [noncommerical],Empetrum nigrum 
601031000,    Dogwood berry,Cornus canadensis 
601031001,     Dogwood berry [commercial],Cornus canadensis 
601031002,     Dogwood berry [noncommercial],Cornus canadensis 
601032000,    Twisted stalk berry (watermelon berry),Streptopus amplexifolius 
601032001,     Twisted stalk berry (watermelon berry) [commercial],Streptopus amplexifolius 
601032002,     Twisted stalk berry (watermelon berry) [noncommercial],Streptopus amplexifolius 
601034000,    Serviceberry,Amelanchier alnifolia 
601034001,     Serviceberry [commercial],Amelanchier alinifolia 
601034002,     Serviceberry [noncommercial],Amelanchier alinifolia 
601036000,    Bearberry,Uva ursi 
601036001,     Bearberry [commercial],Uva ursi 
601036002,     Bearberry [noncommercial],Uva ursi 
601037000,    Juniper berry,Communis L. 
601037001,     Juniper berry [commercial],Communis L. 
601037002,     Juniper berry [non commercial],Communis L. 
601099000,    Other wild berries,  
601099001,     Other wild berries [commercial],  
601099002,     Other wild berries [noncommercial],  
602000000,"   Plants, greens, and mushrooms",  
602000001,"    Plants, greens, and mushrooms [commercial]",  
602000002,"    Plants, greens, and mushrooms [noncommercial]",  
602002000,    Beach asparagus,Salicornia virginica 
602002001,     Beach asparagus [commercial],Salicornia virginica 
602002002,     Beach asparagus [noncommercial],Salicornia virginica 
602004000,    Goose tongue,Plantago maritima 
602004001,     Goose tongue [commercial],Plantago maritima 
602004002,     Goose tongue [noncommercial],Plantago maritima 
602006000,    Wild rhubarb,Polygonum alaskanum 
602006001,     Wild rhubarb [commerical],Polygonum alaskanum 
602006002,     Wild rhubarb [noncommercial],Polygonum alaskanum 
602009000,    Wild potato,Hedysarum alpinum 
602009001,     Wild potato [commercial],Hedysarum alpinum 
602009002,     Wild potato [noncommercial],Hedysarum alpinum 
602010000,    Other beach greens,  
602010001,     Other beach greens [commercial],  
602010002,     Other beach greens [noncommercial],  
602012000,    Devil's club,Echinopanax horridum 
602012001,     Devil's club [commercial],Echinopanax horridum 
602012002,     Devil's club [noncommercial],Echinopanax horridum 
602014000,    Fiddlehead ferns,  
602014001,     Fiddlehead ferns [commerical],  
602014002,     Fiddlehead ferns [noncommercial],  
602016000,    Nettles,Urtica spp. 
602016001,     Nettles [commerical],Urtica spp. 
602016002,     Nettles [noncommercial],Urtica spp. 
602018000,    Hudson's Bay (Labrador) tea,Ledum palustre 
602018001,     Hudson's Bay (Labrador) tea [commercial],Ledum palustre 
602018002,     Hudson's Bay (Labrador) tea [noncommercial],Ledum palustre 
602020000,    Indian rice,Fritillaria camschatcensis 
602020001,     Indian rice [commercial],Fritillaria camschatcensis 
602020002,     Indian rice [non commercial],Fritillaria camschatcensis 
602022000,    Mint,Mentha arvensis 
602022001,     Mint [commercial],Mentha arvensis 
602022002,     Mint [noncommercial],Mentha arvensis 
602024000,    Salmonberry shoots,Rubus spectabilis 
602024001,     Salmonberry shoots [commercial],Rubus spectabilis 
602024002,     Salmonberry shoots [noncommercial],Rubus spectabilis 
602025000,    Lambsquarter,Chenopodium album 
602025001,     Lambsquarter [commercial],Chenopodium album 
602025002,     Lambsquarter [noncommercial],Chenopodium album 
602026000,    Skunk cabbage,Lysichiton americanum 
602026001,     Skunk cabbage [commercial],Lysichiton americanum 
602026002,     Skunk cabbage [noncommercial],Lysichiton americanum 
602027000,    Dandelion greens,Taraxacum officinale 
602027001,     Dandelion greens [commercial],Taraxacum officinale 
602027002,     Dandelion greens [noncommercial],Taraxacum officinale 
602028000,    Sourdock,Rumex fenestratus 
602028001,     Sourdock [commercial],Rumex fenestratus 
602028002,     Sourdock [noncommercial],Rumex fenestratus 
602029000,    Pallas buttercup,Ranunculus Pallasii 
602029001,     Pallas buttercup [commercial],Ranunculus Pallasii 
602029002,     Pallas buttercup [noncommercial],Ranunculus Pallasii 
602030000,    Spruce tips,Picea spp. 
602030001,     Spruce tips [commercial],Picea spp. 
602030002,     Spruce tips [noncommercial],Picea spp. 
602031000,    Willow leaves,Salix spp. 
602031001,     Willow leaves [commercial],Salix spp. 
602031002,     Willow leaves [noncommercial],Salix spp. 
602032000,    Wild celery,Angelica lucida 
602032001,     Wild celery [commercial],Angelica lucida 
602032002,     Wild celery [noncommercial],Angelica lucida 
602033000,    Beach rye grasses,Lolium spp. 
602033001,     Beach rye grasses [commercial],Lolium spp. 
602033002,     Beach rye grasses [noncommercial],Lolium spp. 
602034000,    Wild parsley,Pastinaca sativa 
602034001,     Wild parsley [commercial],Pastinaca sativa 
602034002,     Wild parsley [noncommercial],Pastinaca sativa 
602035000,    Valerians,Valeriana spp. 
602035001,     Valerians [commercial],Valeriana spp. 
602035002,     Valerians [noncommercial],Valeriana spp. 
602036000,    Wild rose hips,Rosa acicularis 
602036001,     Wild rose hips [commercial],Rosa acicularis 
602036002,     Wild rose hips [noncommercial],Rosa acicularis 
602037000,    Yarrows,Achillea spp. 
602037001,     Yarrows [commercial],Achillea spp. 
602037002,     Yarrows [noncommercial],Achillea spp. 
602038000,    Other wild greens,  
602038001,     Other wild greens [commercial],  
602038002,     Other wild greens [noncommercial],  
602039000,    Sweet gale,Myrica gale 
602039001,     Sweet gale [commercial],Myrica gale 
602039002,     Sweet gale [noncommercial],Myrica gale 
602040000,    Unspecified mushrooms,  
602040001,     Unspecified mushrooms [commercial],  
602040002,     Unspecified mushrooms [noncommercial],  
602041000,    Sorrels,Rumex spp. 
602041001,     Sorrels [commercial],Rumex spp. 
602041002,     Sorrels [noncommercial],Rumex spp. 
602042000,    Fireweed,Epilobium angustifolium 
602042001,     Fireweed [commercial],Epilobium angustifolium 
602042002,     Fireweed [noncommercial],Epilobium angustifolium 
602043000,    Plantain,Plantago major 
602043001,     Plantain [commercial],Plantago major 
602043002,     Plantain [noncommercial],Plantago major 
602044000,    Stinkweed,Artemisia tilesii 
602044001,     Stinkweed [commercial],Artemisia tilesii 
602044002,     Stinkweed [noncommercial],Artemisia tilesii 
602045000,    Lupine,Lupinus polyphyllus 
602045001,     Lupine [commercial],Lupinus polyphyllus 
602045002,     Lupine [noncommercial],Lupinus polyphyllus 
602046000,    Fungus,  
602046001,     Fungus [commercial],  
602046002,     Fungus [noncommercial],  
602046010,     Punk,  
602046020,     Puffballs,  
602046030,     Orange boletes,Boletus spp. 
602046040,     Chaga,Inonotus Iobliquus 
602046090,     Unspecified fungus,  
602047000,    Meankin grasses,  
602047001,     Meankin grasses [commercial],  
602047002,     Meankin grasses [noncommercial],  
602048000,    Unspecified greens from land,  
602048001,     Unspecified greens from land [commercial],  
602048002,     Unspecified greens from land [noncommercial],  
602049000,    Sea lovage,Sigusticum scoticum 
602050000,    Unspecified greens from sea,  
602050001,     Unspecified greens from sea [commercial],  
602050002,     Unspecified greens from sea [noncommercial],  
602051000,    Beach greens,Honckenya peploides 
602051001,     Beech greens [commercial],Honckenya peploides 
602051002,     Beech greens [noncommercial],Honckenya peploides 
602052000,    Wild chive,Allium  schoenoprasum 
602052001,     Wild chive [commercial],Allium schoenoprasum 
602052002,     Wild chive [noncommercial],Allium schoenoprasum 
602060000,    Mousefoods,  
602060001,     Mousefoods [commercial],  
602060002,     Mousefoods [noncommercial],  
602070000,    Sea chickweed,Honckenya peploides 
603000000,   Seaweeds/kelps,  
603000001,    Seaweeds/kelps [commercial],  
603000002,    Seaweeds/kelps [noncommercial],  
603002000,    Black seaweed,Porphyra abbottae 
603002001,     Black seaweed [commercial],Porphyra abbottae 
603002002,     Black seaweed [noncommercial],Porphyra abbottae 
603004000,    Bull kelp,Nereocystis luetkeana 
603004001,     Bull kelp [commercial],Nereocystis luetkeana 
603004002,     Bull kelp [noncommercial],Nereocystis luetkeana 
603006000,    Red seaweeds,  
603006001,     Red seaweeds [commercial],  
603006002,     Red seaweeds [noncommercial],  
603008000,    Sea ribbon,Palmaria mollis 
603008001,     Sea ribbon [commercial],Palmaria mollis 
603008002,     Sea ribbon [noncommercial],Palmaria mollis 
603010000,    Giant kelp (macrocystis),Macrocystis pyrifera 
603010001,     Giant kelp (macrocystis) [commercial],Macrocystis pyrifera 
603010002,     Giant kelp (macrocystis) [noncommercial],Macrocystis pyrifera 
603012000,    Alarias,  
603012001,     Alarias [commercial],  
603012002,     Alarias [noncommercial],  
603014000,    Red lavers (dulse),  
603014001,     Red lavers (dulse) [commercial],  
603014002,     Red lavers (dulse) [noncommercial],  
603016000,    Bladder wrack,Fucus Vesiculosus 
603016001,     bladder wrack [commercial],Fucus Vesiculosus 
603016002,     Bladder wrack [noncommercial],Fucus Vesiculosus 
603090000,    Seaweeds/kelps used for fertilizer,  
603090001,     Seaweeds/kelps used for fertilizer [commercial],  
603090002,     Seaweeds/kelps used for fertilizer [noncommercial],  
603099000,    Unspecified seaweeds,  
603099001,     Unspecified seaweeds [commercial],  
603099002,     Unspecified seaweeds [noncommercial],  
604000000,   Wood,  
604000001,    Wood [commercial],  
604000002,    Wood [non commercial],  
604002000,    Bark,  
604002001,     Bark [commercial],  
604002002,     Bark [non commercial],  
604004000,    Roots,  
604004001,     Roots [commercial],  
604004002,     Roots [non commercial],  
604004010,     Willow roots,Salix spp. 
604005000,    Spruce pitch,Picea spp. 
604005001,     Spruce pitch [commercial],Picea spp. 
604005002,     Spruce pitch [non commercial],Picea spp. 
604006000,    Hemlock branches for herring eggs,Tsuga spp. 
604006001,     Hemlock branches for herring eggs [commercial],Tsuga spp. 
604006002,     Hemlock branches for herring eggs [noncommercial],Tsuga spp. 
604007000,    Hemlock sap,Tsuga spp. 
604007001,     Hemlock sap [commercial],Tsuga spp. 
604007002,     Hemlock sap [noncommercial],Tsuga spp. 
604008000,    Spruces,Picea spp. 
604009000,    Birches,Betula spp. 
604010000,    Cottonwoods,Populus spp. 
604010100,     Black cottonwood,Populus balsamifera trichocarpa
604010200,     Balsam poplar,Populus balsamifera balsamifera
604010300,     Cottonwood buds,Populus balsimifera spp.
604011000,    Alders,Alnus spp. 
604012000,    Tamarack,Larix laricina 
604013000,    Willows,Salix spp. 
604014000,    Birch sap,Betula spp. 
604014001,     Birch sap [commercial],Betula spp. 
604014002,     Birch sap [noncommercial],Betula spp. 
604097000,    Firewood,  
604098000,    Unspecified wood,  
604099000,    Other wood,  
604099001,     Other wood [commercial],  
604099002,     Other wood [noncommercial],  
605000000,   Coal,  
605000001,    Coal [commercial],  
605000002,    Coal [noncommercial],  
609000000,   Unspecified vegetation,  
609000001,    Unspecified vegetation [commercial],  
609000002,    Unspecified vegetation [noncommercial],  
